Age_Range,Industry,Job_Title,Annual_Salary,Additional_Monetary_Compensation,Currency,Other_Currency,Country,State/Province,City,Total _Years_of _Professional_Experience,Total_Years_of_Professional_Field_Experience,Highest_Education,Gender
45-54,EDUCATION (HIGHER EDUCATION),Campus Planning Project Manager,72000,0,USD,NA,United States,New York,"Albany, NY",21 - 30 years,11 - 20 years,Master'S Degree,Woman
35-44,EDUCATION (HIGHER EDUCATION),Lecturer,25000,2000,USD,NA,United States,Unknown,"Albany, NY",8 - 10 years,8 - 10 years,PH.D.,Woman
35-44,MEDIA & DIGITAL,Vice President Of Creative Services/Senior Account Director,125000,25000,USD,NA,United States,New York,"Albany, NY",21 - 30 years,2 - 4 years,College Degree,Woman
25-34,EDUCATION (PRIMARY/SECONDARY),HR  Generalist,64000,6000,USD,NA,United States,New York,Albany-Schenectady-Troy Metro Area,11 - 20 years,8 - 10 years,Master'S Degree,Woman
45-54,GOVERNMENT AND PUBLIC ADMINISTRATION,Library Director (Public Library),62000,3000,USD,NA,United States,North Carolina,Albemarle,21 - 30 years,21 - 30 years,Master'S Degree,Woman
25-34,NONPROFITS,Crisis Line Manager,56000,2000,CAD,NA,Canada,Alberta,Alberta,8 - 10 years,2 - 4 years,College Degree,Woman
25-34,"ACCOUNTING, BANKING & FINANCE",Associate,52500,3500,CAD,NA,Canada,Alberta,Alberta,2 - 4 years,1 year or less,College Degree,Woman
25-34,RETAIL,General Manager,55000,5000,CAD,NA,Canada,Alberta,Alberta,5-7 years,5-7 years,College Degree,Woman
25-34,UTILITIES & TELECOMMUNICATIONS,Project Assistant,54400,0,CAD,NA,Canada,Alberta,Alberta,5-7 years,2 - 4 years,College Degree,Woman
25-34,BUSINESS OR CONSULTING,Project Leader,80000,2500,CAD,NA,Canada,Alberta,Alberta,5-7 years,5-7 years,Master'S Degree,Woman
25-34,GOVERNMENT  & PUBLIC ADMINISTRATION,Communications And Projects Coordinator,74000,0,CAD,NA,Canada,Alberta,Alberta,8 - 10 years,5-7 years,Master'S Degree,Woman
55-64,GOVERNMENT  & PUBLIC ADMINISTRATION,Accounting  Tech,48355,1000,USD,NA,United States,New Mexico,Albuquerque,31 - 40 years,31 - 40 years,College Degree,Woman
25-34,ENGINEERING OR MANUFACTURING,Aerospace Engineer,108000,0,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,11 - 20 years,Master'S Degree,Woman
45-54,LAW,Assistant City Attorney,84400,0,USD,NA,United States,New Mexico,Albuquerque,21 - 30 years,21 - 30 years,"Professional Degree (MD, Jd, Etc.)",Woman
55-64,EDUCATION (HIGHER EDUCATION),Associate Professor,78000,0,USD,NA,United States,New Mexico,Albuquerque,31 - 40 years,31 - 40 years,PH.D.,Woman
25-34,HEALTH CARE,Business Informaticist,68000,0,USD,NA,United States,New Mexico,Albuquerque,8 - 10 years,2 - 4 years,College Degree,Woman
45-54,TRANSPORT OR LOGISTICS,Business Intelligence Developer,117500,2000,USD,NA,United States,New Mexico,Albuquerque,21 - 30 years,8 - 10 years,Some College,Man
25-34,SOCIAL WORK,Career Development Specialist,38000,2000,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,2 - 4 years,College Degree,Woman
35-44,INSURANCE,Claims Generalist Intermediate,62500,8000,USD,NA,United States,New Mexico,Albuquerque,5-7 years,5-7 years,College Degree,Woman
25-34,"ACCOUNTING, BANKING & FINANCE",Controller,72000,1000,USD,NA,United States,New Mexico,Albuquerque,5-7 years,5-7 years,Master'S Degree,Woman
35-44,LAW,Corrections Technician,33280,10000,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,1 year or less,College Degree,Woman
35-44,COMPUTING OR TECH,Database Administrator,90000,2000,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,8 - 10 years,College Degree,Woman
35-44,EDUCATION (HIGHER EDUCATION),Department Administrator (Office Manager),51800,0,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,11 - 20 years,Master'S Degree,Woman
45-54,TRANSPORT OR LOGISTICS,Director Of Quality,124000,4000,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,11 - 20 years,Master'S Degree,Woman
35-44,INSURANCE,Director Of Risk Management,122000,10000,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,11 - 20 years,Master'S Degree,Woman
35-44,GOVERNMENT AND PUBLIC ADMINISTRATION,Division Chief,130000,0,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,11 - 20 years,Master'S Degree,Man
35-44,GOVERNMENT AND PUBLIC ADMINISTRATION,Environmental Scientist,68000,0,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,11 - 20 years,Master'S Degree,Woman
35-44,HEALTH CARE,Executive Assistant,52000,2000,USD,NA,United States,New Mexico,Albuquerque,21 - 30 years,2 - 4 years,College Degree,Woman
35-44,SOCIAL WORK,Family Therapist,57000,2000,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,8 - 10 years,Master'S Degree,Woman
25-34,COMPUTING OR TECH,Front End Web Developer,70000,2000,USD,NA,United States,New Mexico,Albuquerque,5-7 years,2 - 4 years,Master'S Degree,Woman
35-44,HEALTH CARE,Health Literacy & Plain Language Content Writer,60140,600,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,11 - 20 years,Master'S Degree,Woman
45-54,PROPERTY OR CONSTRUCTION,Healthcare Facilities Planner,100000,0,USD,NA,United States,New Mexico,Albuquerque,21 - 30 years,21 - 30 years,Master'S Degree,Other \ prefer not to answer
35-44,PROPERTY OR CONSTRUCTION,HR  Manager,35000,2000,USD,NA,United States,New Mexico,Albuquerque,21 - 30 years,2 - 4 years,Master'S Degree,Woman
35-44,COMPUTING OR TECH,Human Resources Manager,82000,2000,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,5-7 years,Master'S Degree,Woman
25-34,BUSINESS OR CONSULTING,Lead Engineer,89000,0,USD,NA,United States,New Mexico,Albuquerque,5-7 years,2 - 4 years,Master'S Degree,Woman
45-54,LIBRARY,Librarian,49500,0,USD,NA,United States,New Mexico,Albuquerque,21 - 30 years,21 - 30 years,Master'S Degree,Woman
25-34,ARCHITECTURE,Office Manager/Financial Assistant,60000,1500,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,8 - 10 years,College Degree,Woman
25-34,EDUCATION (HIGHER EDUCATION),Operations Manager,60700,0,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,8 - 10 years,Master'S Degree,Woman
35-44,NONPROFITS,Outreach Director,34000,0,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,11 - 20 years,Master'S Degree,Woman
25-34,COMPUTING OR TECH,Product Manager,90000,2000,USD,NA,United States,New Mexico,Albuquerque,5-7 years,2 - 4 years,College Degree,Woman
25-34,NONPROFITS,Program Director,53000,2000,USD,NA,United States,New Mexico,Albuquerque,8 - 10 years,8 - 10 years,Master'S Degree,Man
35-44,COMPUTING OR TECH,R&D Software Engineer,115200,2000,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,2 - 4 years,Master'S Degree,Woman
35-44,EDUCATION (PRIMARY/SECONDARY),School Counselor,51000,0,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,2 - 4 years,Master'S Degree,Woman
25-34,COMPUTING OR TECH,Senior Computer Scientist,130000,3000,USD,NA,United States,New Mexico,Albuquerque,2 - 4 years,2 - 4 years,PH.D.,Woman
45-54,EDUCATION (HIGHER EDUCATION),Senior Operations Manager,67000,0,USD,NA,United States,New Mexico,Albuquerque,21 - 30 years,21 - 30 years,Master'S Degree,Woman
35-44,INSURANCE,Senior Research Analyst,52000,5000,USD,NA,United States,New Mexico,Albuquerque,5-7 years,5-7 years,Master'S Degree,Woman
45-54,"SCIENCE RESEARCH, GOVERNMENT",Senior Scientist,131000,0,USD,NA,United States,New Mexico,Albuquerque,21 - 30 years,21 - 30 years,PH.D.,Woman
35-44,COMPUTING OR TECH,Senior User Experience (UX)  Designer,160000,2000,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,11 - 20 years,Master'S Degree,Woman
25-34,TRANSPORT OR LOGISTICS,Software Testing Engineer,56000,0,USD,NA,United States,New Mexico,Albuquerque,2 - 4 years,2 - 4 years,College Degree,Other \ prefer not to answer
45-54,COMPUTING OR TECH,Solutions Architect,120000,2000,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,8 - 10 years,College Degree,Man
above 64,EDUCATION (HIGHER EDUCATION),Sponsored Projects Officer,62500,0,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,5-7 years,College Degree,Woman
18-24,"ACCOUNTING, BANKING & FINANCE",Staff Accountant,57000,2000,USD,NA,United States,New Mexico,Albuquerque,2 - 4 years,2 - 4 years,College Degree,Woman
18-24,EDUCATION (PRIMARY/SECONDARY),Teacher,41411,2000,USD,NA,United States,New Mexico,Albuquerque,2 - 4 years,2 - 4 years,College Degree,Woman
45-54,ENGINEERING OR MANUFACTURING,Technologist,104000,10000,USD,NA,United States,New Mexico,Albuquerque,21 - 30 years,21 - 30 years,College Degree,Man
55-64,RETAIL,Yarn Wrangler,20800,0,USD,NA,United States,New Mexico,Albuquerque,41 years or more,2 - 4 years,Some College,Woman
35-44,EDUCATION (HIGHER EDUCATION),Assistant Professor (Tenure-Track),85000,2000,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,8 - 10 years,PH.D.,Woman
35-44,LAW,Assistant United States Attorney,120000,2000,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,8 - 10 years,"Professional Degree (MD, Jd, Etc.)",Woman
25-34,HEALTH CARE,Audiologist,82500,7000,USD,NA,United States,New Mexico,Albuquerque,5-7 years,2 - 4 years,PH.D.,Woman
45-54,GOVERNMENT AND PUBLIC ADMINISTRATION,Audit Manager,102000,0,USD,NA,United States,New Mexico,Albuquerque,21 - 30 years,21 - 30 years,College Degree,Woman
25-34,INSURANCE,Client Service Agent,39998,2000,USD,NA,United States,New Mexico,Albuquerque,2 - 4 years,2 - 4 years,College Degree,Man
45-54,HEALTH CARE,COMT (Certified Ophthalmic Medical Technician),62500,6000,USD,NA,United States,New Mexico,Albuquerque,21 - 30 years,21 - 30 years,College Degree,Woman
25-34,RETAIL,Executive Assistant,41600,0,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,8 - 10 years,Some College,Woman
35-44,UTILITIES & TELECOMMUNICATIONS,Lead Compensation Analyst,113500,5000,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,2 - 4 years,College Degree,Woman
25-34,NONPROFITS,Marketing Manager,36900,0,USD,NA,United States,New Mexico,Albuquerque,5-7 years,2 - 4 years,College Degree,Woman
25-34,HEALTH CARE,Physical Therapist,78000,0,USD,NA,United States,New Mexico,Albuquerque,2 - 4 years,2 - 4 years,"Professional Degree (MD, Jd, Etc.)",Woman
25-34,ENGINEERING OR MANUFACTURING,Product Team Lead,127000,4000,USD,NA,United States,New Mexico,Albuquerque,5-7 years,5-7 years,Master'S Degree,Woman
45-54,"ACCOUNTING, BANKING & FINANCE",Program Accountant,55000,2000,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,11 - 20 years,College Degree,Woman
25-34,BUSINESS OR CONSULTING,Senior Buyer,70000,0,USD,NA,United States,New Mexico,Albuquerque,5-7 years,5-7 years,College Degree,Woman
35-44,ENGINEERING OR MANUFACTURING,Senior Manager,177000,10000,USD,NA,United States,New Mexico,Albuquerque,11 - 20 years,11 - 20 years,Master'S Degree,Woman
35-44,RETAIL,Team Leader,46467,1200,USD,NA,United States,New Mexico,Albuquerque,21 - 30 years,21 - 30 years,College Degree,Woman
25-34,ENGINEERING OR MANUFACTURING,Validation Analyst,55000,2000,USD,NA,United States,New Mexico,Albuquerque,2 - 4 years,2 - 4 years,College Degree,Man
25-34,ENGINEERING OR MANUFACTURING,Mechanical Engineer Ii,77000,0,USD,NA,United States,New Mexico,Albuquerqur,5-7 years,5-7 years,Master'S Degree,Woman
45-54,EDUCATION (PRIMARY/SECONDARY),Parent Liaison,37400,0,USD,NA,United States,Virginia,Aldie,21 - 30 years,11 - 20 years,Master'S Degree,Woman
45-54,EDUCATION (PRIMARY/SECONDARY),Teacher,63000,0,USD,NA,United States,Virginia,"Aldie, VA",11 - 20 years,5-7 years,Master'S Degree,Woman
25-34,"MARKETING, ADVERTISING & PR",Account Manager,65000,4000,USD,NA,United States,Virginia,Alexandria,2 - 4 years,2 - 4 years,College Degree,Woman
25-34,EDUCATION (HIGHER EDUCATION),Administrative Coordinator,55000,0,USD,NA,United States,Virginia,Alexandria,5-7 years,2 - 4 years,Master'S Degree,Non-binary
35-44,NONPROFITS,"Associate Executive Director, Advocacy & Governance",178000,2000,USD,NA,United States,Virginia,Alexandria,11 - 20 years,11 - 20 years,Master'S Degree,Woman
35-44,LAW,Attorney,133000,12000,USD,NA,United States,Virginia,Alexandria,5-7 years,5-7 years,"Professional Degree (MD, Jd, Etc.)",Woman
35-44,GOVERNMENT  & PUBLIC ADMINISTRATION,Career Manager,123000,5000,USD,NA,United States,Virginia,Alexandria,11 - 20 years,8 - 10 years,PH.D.,Other \ prefer not to answer
35-44,NONPROFITS,Certification Manager,58000,0,USD,NA,United States,Virginia,Alexandria,11 - 20 years,5-7 years,College Degree,Woman
35-44,NONPROFITS,Chief Of Staff,172500,1000,USD,NA,United States,Virginia,Alexandria,11 - 20 years,11 - 20 years,College Degree,Woman
35-44,"MARKETING, ADVERTISING & PR",Client Service Director,53000,60000,USD,NA,United States,Virginia,Alexandria,11 - 20 years,2 - 4 years,College Degree,Woman
35-44,"MARKETING, ADVERTISING & PR",Communication Specialist,100000,2000,USD,NA,United States,Virginia,Alexandria,11 - 20 years,5-7 years,College Degree,Woman
35-44,LAW,Contracts Manager,110000,5000,USD,NA,United States,Virginia,Alexandria,8 - 10 years,8 - 10 years,"Professional Degree (MD, Jd, Etc.)",Woman
25-34,ART & DESIGN,Creative Production Manager And Graphic Designer,64000,4000,USD,NA,United States,Virginia,Alexandria,5-7 years,5-7 years,College Degree,Non-binary
25-34,COMPUTING OR TECH,Customer Success Manager,70000,2500,USD,NA,United States,Virginia,Alexandria,11 - 20 years,2 - 4 years,College Degree,Woman
25-34,EDUCATION (HIGHER EDUCATION),Data Analyst,47000,2000,USD,NA,United States,Virginia,Alexandria,5-7 years,2 - 4 years,College Degree,Man
25-34,HEALTH CARE,Data Architect,105000,2000,USD,NA,United States,Virginia,Alexandria,8 - 10 years,8 - 10 years,College Degree,Man
35-44,DEFENSE CONTRACTING,Data Scientist,115000,2000,USD,NA,United States,Virginia,Alexandria,5-7 years,5-7 years,Master'S Degree,Woman
45-54,NONPROFITS,Database Manager,80000,0,USD,NA,United States,Virginia,Alexandria,11 - 20 years,8 - 10 years,College Degree,Woman
25-34,COMPUTING OR TECH,Devsecops Engineer,92000,2000,USD,NA,United States,Virginia,Alexandria,5-7 years,2 - 4 years,College Degree,Man
25-34,"MARKETING, ADVERTISING & PR",Digital Designer,58500,500,USD,NA,United States,Virginia,Alexandria,11 - 20 years,11 - 20 years,College Degree,Woman
25-34,"MARKETING, ADVERTISING & PR",Direct Response Copywriter,115000,2000,USD,NA,United States,Virginia,Alexandria,8 - 10 years,5-7 years,College Degree,Woman
35-44,NONPROFITS,Director,35000,0,USD,NA,United States,Louisiana,Alexandria,11 - 20 years,11 - 20 years,Master'S Degree,Woman
25-34,"ACCOUNTING, BANKING & FINANCE",Director - Data Operations,113000,1000,USD,NA,United States,Virginia,Alexandria,8 - 10 years,8 - 10 years,College Degree,Woman
35-44,HEALTH CARE,Director of Analytics,118750,23750,USD,NA,United States,Virginia,Alexandria,11 - 20 years,11 - 20 years,Master'S Degree,Woman
45-54,NONPROFITS,Director Of Meetings &Membership,160000,8000,USD,NA,United States,Virginia,Alexandria,21 - 30 years,21 - 30 years,College Degree,Woman
35-44,COMPUTING OR TECH,Director Of Project Management,111000,0,USD,NA,United States,Virginia,Alexandria,11 - 20 years,11 - 20 years,College Degree,Woman
25-34,NONPROFITS,Director of Public Policy And Advocacy,89000,0,USD,NA,United States,Virginia,Alexandria,11 - 20 years,8 - 10 years,College Degree,Woman
35-44,BUSINESS OR CONSULTING,Dod Financial Analyst Consultant,90000,0,USD,NA,United States,Virginia,Alexandria,8 - 10 years,2 - 4 years,Master'S Degree,Man
45-54,GOVERNMENT AND PUBLIC ADMINISTRATION,Editor-Technical Writer,120000,2000,USD,NA,United States,Virginia,Alexandria,21 - 30 years,11 - 20 years,College Degree,Woman
25-34,COMPUTING OR TECH,Embedded Software Engineer,115000,2000,USD,NA,United States,Virginia,Alexandria,5-7 years,2 - 4 years,College Degree,Man
35-44,NONPROFITS,Executive Director,100000,0,USD,NA,United States,Virginia,Alexandria,11 - 20 years,8 - 10 years,Master'S Degree,Woman
25-34,NONPROFITS,Finance Director,83500,1000,USD,NA,United States,Virginia,Alexandria,5-7 years,2 - 4 years,College Degree,Man
25-34,"MARKETING, ADVERTISING & PR",Graphic Designer,62500,2000,USD,NA,United States,Virginia,Alexandria,8 - 10 years,5-7 years,Some College,Woman
45-54,EDUCATION (PRIMARY/SECONDARY),Head Of School,61000,0,USD,NA,United States,Louisiana,Alexandria,21 - 30 years,11 - 20 years,Master'S Degree,Woman
35-44,RECRUITMENT OR HR,HR  Generalist,63000,2000,USD,NA,United States,Virginia,Alexandria,11 - 20 years,8 - 10 years,College Degree,Woman
25-34,ENGINEERING OR MANUFACTURING,HR  Manager,64325,6000,USD,NA,United States,Minnesota,Alexandria,8 - 10 years,8 - 10 years,College Degree,Woman
35-44,SCIENCE,Lab Director,160000,0,USD,NA,United States,Virginia,Alexandria,21 - 30 years,21 - 30 years,PH.D.,Woman
35-44,INFORMATION SCIENCES,Librarian,77200,2000,USD,NA,United States,Virginia,Alexandria,11 - 20 years,5-7 years,Master'S Degree,Woman
25-34,PUBLIC LIBRARIES,Librarian I,58000,2000,USD,NA,United States,Virginia,Alexandria,5-7 years,5-7 years,Master'S Degree,Woman
35-44,NONPROFITS,Major Gifts Officer,69500,500,USD,NA,United States,Virginia,Alexandria,11 - 20 years,8 - 10 years,Master'S Degree,Woman
25-34,GOVERNMENT AND PUBLIC ADMINISTRATION,Management Analyst,87100,2000,USD,NA,United States,Virginia,Alexandria,8 - 10 years,2 - 4 years,Master'S Degree,Woman
25-34,PROFESSIONAL ASSOCIATION,Marketing & Communications Manager,56500,1500,USD,NA,United States,Virginia,Alexandria,5-7 years,5-7 years,College Degree,Woman
25-34,NONPROFITS,Marketing Associate,60000,0,USD,NA,United States,Virginia,Alexandria,5-7 years,2 - 4 years,College Degree,Woman
25-34,"MARKETING, ADVERTISING & PR",Marketing Manager,72000,72000,USD,NA,United States,Virginia,Alexandria,8 - 10 years,8 - 10 years,College Degree,Woman
35-44,HOSPITALITY & EVENTS,Marketing Manager,62000,1700,USD,NA,United States,Virginia,Alexandria,11 - 20 years,2 - 4 years,Master'S Degree,Woman
25-34,ENGINEERING OR MANUFACTURING,Mechanical Engineer,94000,2000,USD,NA,United States,Virginia,Alexandria,5-7 years,2 - 4 years,College Degree,Woman
35-44,NONPROFITS,Membership Director,93000,2000,USD,NA,United States,Virginia,Alexandria,11 - 20 years,11 - 20 years,College Degree,Woman
25-34,NONPROFITS,Membership Manager,68000,2000,USD,NA,United States,Virginia,Alexandria,5-7 years,2 - 4 years,College Degree,Woman
35-44,INSURANCE,New Business,41447,2500,USD,NA,United States,Virginia,Alexandria,21 - 30 years,8 - 10 years,Some College,Woman
45-54,EDUCATION (PRIMARY/SECONDARY),Principal,149000,0,USD,NA,United States,Virginia,Alexandria,21 - 30 years,21 - 30 years,Master'S Degree,Woman
25-34,PUBLISHING,Production Editor,62000,1500,USD,NA,United States,Virginia,Alexandria,11 - 20 years,8 - 10 years,College Degree,Non-binary
55-64,GOVERNMENT AND PUBLIC ADMINISTRATION,Professor,125000,35000,USD,NA,United States,Virginia,Alexandria,31 - 40 years,11 - 20 years,Master'S Degree,Man
35-44,NONPROFITS,Program Director,127000,2000,USD,NA,United States,Virginia,Alexandria,11 - 20 years,8 - 10 years,College Degree,Woman
35-44,COMPUTING OR TECH,Program Manager,143000,10000,USD,NA,United States,Virginia,Alexandria,11 - 20 years,11 - 20 years,College Degree,Woman
25-34,NONPROFITS,Project Manager,64500,2000,USD,NA,United States,Virginia,Alexandria,8 - 10 years,5-7 years,Master'S Degree,Woman
45-54,MEDIA & DIGITAL,Project Manager,144000,2000,USD,NA,United States,Virginia,Alexandria,21 - 30 years,11 - 20 years,PH.D.,Woman
